GeoFIPS,GeoName,Region,TableName,ComponentName,Unit,IndustryId,IndustryClassification,Description,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
 "53000" ,"Washington",8,SAGDP9N,"Real GDP by state","Millions of chained 2012 dollars",1,"...","All industry total",271601.3,289102.0,310331.7,312230.4,305054.8,310338.1,316224.1,322003.4,343362.0,356691.2,378205.1,382380.5,372728.4,381253.4,387832.4,400863.3,411140.6,425333.8,442754.5,459426.3,480909.9
 "53000" ,"Washington",8,SAGDP9N,"Real GDP by state","Millions of chained 2012 dollars",2,"..."," Private industries",225578.6,241754.0,262217.2,263880.9,256490.1,260558.1,265865.2,271371.7,291274.1,302909.9,324135.8,325974.3,315739.6,323996.3,331027.4,343004.5,353941.3,367858.3,385936.1,400284.9,420239.8
 "53000" ,"Washington",8,SAGDP9N,"Real GDP by state","Millions of chained 2012 dollars",3,"11","  Agriculture, forestry, fishing, and hunting",4776.5,4932.9,5214.0,5912.4,5362.9,6111.5,6904.6,6627.9,7025.1,7875.2,7359.2,7010.4,7902.6,7337.1,7212.3,7291.2,7064.3,7318.7,9495.2,9842.3,9400.6
 "53000" ,"Washington",8,SAGDP9N,"Real GDP by state","Millions of chained 2012 dollars",4,"111-112","   Farms",3482.5,3683.4,3725.1,4689.0,3951.9,4604.0,5255.0,4644.8,5018.5,5515.6,5024.0,4557.7,5826.1,5229.5,5216.8,5055.9,4963.8,5268.2,7760.1,8181.8,(NA)
 "53000" ,"Washington",8,SAGDP9N,"Real GDP by state","Millions of chained 2012 dollars",5,"113-115","   Forestry, fishing, and related activities",1261.2,1233.2,1425.1,1314.9,1401.7,1521.9,1678.6,1955.8,1994.4,2313.4,2261.2,2355.4,2124.9,2097.7,1998.3,2235.3,2101.1,2062.0,1967.4,1952.7,(NA)
 "53000" ,"Washington",8,SAGDP9N,"Real GDP by state","Millions of chained 2012 dollars",6,"21","  Mining, quarrying, and oil and gas extraction",917.6,1039.8,1123.7,1059.7,810.3,773.2,903.5,790.1,1101.8,1322.9,1109.5,656.8,622.5,578.2,489.2,373.9,411.3,459.1,468.6,541.0,482.1
 "53000" ,"Washington",8,SAGDP9N,"Real GDP by state","Millions of chained 2012 dollars",7,"211","   Oil and gas extraction",22.1,13.5,6.7,3.4,0.7,1.9,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.2,0.6,0.5,7.3,8.5,(NA)
 "53000" ,"Washington",8,SAGDP9N,"Real GDP by state","Millions of chained 2012 dollars",8,"212","   Mining (except oil and gas)",849.0,1019.2,1105.6,1025.3,794.4,758.5,891.0,765.1,1089.7,1306.7,1083.9,631.0,605.1,553.4,458.1,347.4,385.8,434.2,437.2,518.3,(NA)
 "53000" ,"Washington",8,SAGDP9N,"Real GDP by state","Millions of chained 2012 dollars",9,"213","   Support activities for mining",30.6,16.6,18.4,25.8,16.5,14.8,15.6,22.3,17.1,21.7,27.0,24.3,16.9,23.8,30.8,26.3,25.1,25.1,25.7,19.3,(NA)
 "53000" ,"Washington",8,SAGDP9N,"Real GDP by state","Millions of chained 2012 dollars",10,"22","  Utilities",3431.8,3292.0,3865.8,3989.4,3439.2,3412.4,3484.0,3676.5,3410.8,3623.3,3393.5,3539.5,3317.2,3640.1,3858.6,4021.5,3903.7,3690.7,3637.7,3821.9,3780.0
 "53000" ,"Washington",8,SAGDP9N,"Real GDP by state","Millions of chained 2012 dollars",11,"23","  Construction",16724.0,17289.4,18124.0,18439.9,16741.4,15682.4,15897.4,16445.1,17318.4,17827.1,19312.8,17965.2,14028.9,12584.4,11630.5,12505.1,13908.5,14546.2,15319.6,16676.1,17465.5
 "53000" ,"Washington",8,SAGDP9N,"Real GDP by state","Millions of chained 2012 dollars",12,"31-33","  Manufacturing",39717.8,40368.9,41767.4,43471.2,39042.1,38792.4,35825.0,36050.4,44632.0,47304.3,53039.8,50650.6,51469.0,54832.3,55223.9,57623.9,59391.7,60341.1,63468.0,56778.7,55251.1
 "53000" ,"Washington",8,SAGDP9N,"Real GDP by state","Millions of chained 2012 dollars",13,"321,327-339","   Durable goods manufacturing",26755.2,27398.9,28122.2,29344.0,27223.1,24918.0,23386.6,24129.5,29060.9,33408.8,38070.9,37413.4,37330.5,40913.7,43627.3,47181.7,48157.2,49232.0,50694.1,43426.1,42116.9
