GeoFIPS,GeoName,Region,TableName,ComponentName,Unit,IndustryId,IndustryClassification,Description,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997
 "56000" ,"Wyoming",7,SAGDP5S,"Subsidies","Thousands of dollars",1,"...","All industry total",-6611,-7696,-8469,-12208,-12810,-12766,-13827,-14411,-12952,-18990,-10926,-2699,-3379,-4391,-8492,-13474,-10155,-12422,-15448,-20006,-39939,-30630,-30188,-45760,-60630,-51822,-42152,-43799,-49375,-53545,-77349,-37890,-39959,-35399,-43934
 "56000" ,"Wyoming",7,SAGDP5S,"Subsidies","Thousands of dollars",2,"..."," Private industries",-6598,-7683,-8454,-12192,-12790,-12743,-13797,-14371,-12898,-18908,-10840,-2574,-3217,-4158,-8175,-13075,-8823,-10096,-12336,-17027,-36605,-27677,-26653,-43021,-57226,-48091,-38724,-39761,-44323,-47001,-74028,-34671,-35579,-30625,-39972
 "56000" ,"Wyoming",7,SAGDP5S,"Subsidies","Thousands of dollars",3,"A","   Agriculture, forestry, and fishing",-6193,-7217,-8011,-11544,-12202,-12184,-13225,-13594,-12045,-17144,-9327,-1721,-2169,-2001,-5428,-9059,-4320,-4949,-5665,-7146,-27372,-19179,-17705,-33709,-47236,-39037,-30723,-31414,-35616,-37364,-62122,-22862,-23651,-18570,-28061
 "56000" ,"Wyoming",7,SAGDP5S,"Subsidies","Thousands of dollars",4,"[01-02]","     Farms",-6193,-7217,-8011,-11544,-12202,-12184,-13225,-13594,-12045,-17144,-9327,-1721,-2169,-2001,-5428,-9059,-4320,-4949,-5665,-7146,-27372,-19179,-17705,-33709,-47236,-39037,-30723,-31414,-35616,-37364,-62122,-22862,-23651,-18570,-28061
 "56000" ,"Wyoming",7,SAGDP5S,"Subsidies","Thousands of dollars",5,"[07-09]","     Agricultural services, forestry, and fishing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 "56000" ,"Wyoming",7,SAGDP5S,"Subsidies","Thousands of dollars",6,"B","   Mining",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-196,-435,-143,-70,-148,-213,-275,-290,-70,-140,-74,0,0,0,0,0,0
 "56000" ,"Wyoming",7,SAGDP5S,"Subsidies","Thousands of dollars",7,"10","     Metal mining",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 "56000" ,"Wyoming",7,SAGDP5S,"Subsidies","Thousands of dollars",8,"12","     Coal mining",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-196,-435,-143,-70,-148,-213,-275,-290,-70,-140,-74,0,0,0,0,0,0
 "56000" ,"Wyoming",7,SAGDP5S,"Subsidies","Thousands of dollars",9,"13","     Oil and gas extraction",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 "56000" ,"Wyoming",7,SAGDP5S,"Subsidies","Thousands of dollars",10,"14","     Nonmetallic minerals, except fuels",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
