GeoFIPS,GeoName,Region,TableName,ComponentName,Unit,IndustryId,IndustryClassification,Description,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997
 "09000" ,"Connecticut",1,SAGDP5S,"Subsidies","Thousands of dollars",1,"...","All industry total",-12714,-16182,-17936,-24654,-22913,-24773,-25729,-30385,-33325,-55224,-46879,-40605,-62095,-67311,-89702,-103553,-121440,-139276,-153094,-208470,-238963,-254536,-263058,-302346,-356681,-381929,-377028,-403558,-420273,-427695,-539257,-496448,-526221,-513769,-496213
 "09000" ,"Connecticut",1,SAGDP5S,"Subsidies","Thousands of dollars",2,"..."," Private industries",-11351,-14669,-16198,-22751,-20810,-22131,-22348,-25941,-27148,-45953,-37347,-27077,-45477,-45281,-64745,-72964,-77320,-83884,-96472,-131985,-166256,-174226,-177026,-221555,-277860,-286987,-260208,-279792,-271746,-294305,-357240,-323310,-328817,-319421,-332311
 "09000" ,"Connecticut",1,SAGDP5S,"Subsidies","Thousands of dollars",3,"A","   Agriculture, forestry, and fishing",-6010,-8226,-9037,-12313,-10169,-12602,-12541,-12516,-10037,-11167,-5556,-1214,-1788,-1854,-4185,-5823,-2110,-2416,-3195,-5733,-24241,-20962,-19575,-34159,-45954,-42090,-28065,-26624,-22634,-26352,-43363,-22134,-19970,-15917,-16173
 "09000" ,"Connecticut",1,SAGDP5S,"Subsidies","Thousands of dollars",4,"[01-02]","     Farms",-6010,-8226,-9037,-12313,-10169,-12602,-12541,-12516,-10037,-11167,-5556,-1214,-1788,-1854,-4185,-5823,-2110,-2416,-3195,-5733,-24241,-20962,-19575,-34159,-45954,-42090,-28065,-26624,-22634,-26352,-43363,-22134,-19970,-15917,-16173
 "09000" ,"Connecticut",1,SAGDP5S,"Subsidies","Thousands of dollars",5,"[07-09]","     Agricultural services, forestry, and fishing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 "09000" ,"Connecticut",1,SAGDP5S,"Subsidies","Thousands of dollars",6,"B","   Mining",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,-13,-4,-2,-5,-7,-8,-8,0,-1,-1,0,0,0,0,0,0
 "09000" ,"Connecticut",1,SAGDP5S,"Subsidies","Thousands of dollars",7,"10","     Metal mining",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 "09000" ,"Connecticut",1,SAGDP5S,"Subsidies","Thousands of dollars",8,"12","     Coal mining",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,-13,-4,-2,-5,-7,-8,-8,0,-1,-1,0,0,0,0,0,0
 "09000" ,"Connecticut",1,SAGDP5S,"Subsidies","Thousands of dollars",9,"13","     Oil and gas extraction",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 "09000" ,"Connecticut",1,SAGDP5S,"Subsidies","Thousands of dollars",10,"14","     Nonmetallic minerals, except fuels",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
