GeoFIPS,GeoName,Region,TableName,ComponentName,Unit,IndustryId,IndustryClassification,Description,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997
 "96000" ,"Southwest",6,SAGDP5S,"Subsidies","Thousands of dollars",1,"...","All industry total",-189643,-231261,-257183,-300636,-273699,-329855,-346005,-393968,-346285,-498236,-396332,-159000,-200930,-235068,-383388,-491339,-441299,-492154,-661681,-926212,-1499978,-1411529,-1430255,-1724193,-2314945,-2298246,-1818311,-1805317,-1793798,-2040291,-2779922,-2179013,-2314045,-2265400,-2363736
 "96000" ,"Southwest",6,SAGDP5S,"Subsidies","Thousands of dollars",2,"..."," Private industries",-185859,-227198,-252619,-295697,-268264,-323402,-338114,-383654,-332595,-478644,-375174,-129167,-164058,-186403,-316827,-411026,-338919,-360978,-498013,-703538,-1261869,-1164533,-1154186,-1464151,-2026913,-1978003,-1470519,-1430858,-1418720,-1544874,-2220221,-1544620,-1561881,-1442737,-1617433
 "96000" ,"Southwest",6,SAGDP5S,"Subsidies","Thousands of dollars",3,"A","   Agriculture, forestry, and fishing",-152623,-190171,-215777,-246359,-219526,-274645,-289187,-318317,-251699,-335235,-246111,-43196,-67154,-66308,-155273,-195187,-99970,-87908,-143685,-191900,-722529,-610111,-553818,-814576,-1284227,-1275293,-845508,-774413,-731846,-777079,-1332386,-674086,-660936,-509106,-635650
 "96000" ,"Southwest",6,SAGDP5S,"Subsidies","Thousands of dollars",4,"[01-02]","     Farms",-152623,-190171,-215777,-246359,-219526,-274645,-289187,-318317,-251699,-335235,-246111,-43196,-67154,-66308,-155273,-195187,-99970,-87908,-143685,-191900,-722529,-610111,-553818,-814576,-1284227,-1275293,-845508,-774413,-731846,-777079,-1332386,-674086,-660936,-509106,-635650
 "96000" ,"Southwest",6,SAGDP5S,"Subsidies","Thousands of dollars",5,"[07-09]","     Agricultural services, forestry, and fishing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 "96000" ,"Southwest",6,SAGDP5S,"Subsidies","Thousands of dollars",6,"B","   Mining",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-94,-235,-79,-39,-79,-164,-227,-241,-62,-120,-63,0,0,0,0,0,0
 "96000" ,"Southwest",6,SAGDP5S,"Subsidies","Thousands of dollars",7,"10","     Metal mining",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 "96000" ,"Southwest",6,SAGDP5S,"Subsidies","Thousands of dollars",8,"12","     Coal mining",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-94,-235,-79,-39,-79,-164,-227,-241,-62,-120,-63,0,0,0,0,0,0
 "96000" ,"Southwest",6,SAGDP5S,"Subsidies","Thousands of dollars",9,"13","     Oil and gas extraction",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 "96000" ,"Southwest",6,SAGDP5S,"Subsidies","Thousands of dollars",10,"14","     Nonmetallic minerals, except fuels",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 "96000" ,"Southwest",6,SAGDP5S,"Subsidies","Thousands of dollars",11,"C","   Construction",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
